Frequency,Monetary,Recency,R_score,F_score,M_score,RFM_Score,Segment,Churn
2,1537.95,51,3,2,4,324,Lost Customers,1
1,1595.48,128,2,1,4,214,Lost Customers,1
3,2651.46,95,2,3,5,235,At Risk,0
1,1090.14,56,3,1,4,314,Lost Customers,1
25,8109.5199999999995,8,5,5,5,555,Champions,0
3,388.5,168,2,3,2,232,At Risk,0
1,216.17,56,3,1,1,311,Lost Customers,1
1,201.16,325,1,1,1,111,Lost Customers,1
5,1245.9,0,5,4,4,544,Champions,0
8,2209.36,17,4,5,5,455,Champions,0
1,305.78,247,1,1,2,112,Lost Customers,1
4,501.56,57,3,4,3,343,Loyal Customers,0
1,145.67000000000002,73,2,1,1,211,Lost Customers,1
3,1005.09,30,4,3,4,434,Loyal Customers,0
2,3192.54,6,5,2,5,525,New  Customers,0
4,3083.65,122,2,4,5,245,At Risk,0
8,2770.94,1,5,5,5,555,Champions,0
13,6403.25,22,4,5,5,455,Champions,0
3,389.6,119,2,3,2,232,At Risk,0
1,540.45,357,1,1,3,113,Lost Customers,1
5,1786.79,53,3,4,4,344,Loyal Customers,0
1,122.7,63,3,1,1,311,Lost Customers,1
1,117.24,85,2,1,1,211,Lost Customers,1
1,1271.57,54,3,1,4,314,Lost Customers,1
13,3219.77,20,4,5,5,455,Champions,0
20,17159.52,3,5,5,5,555,Champions,0
5,1191.13,2,5,4,4,544,Champions,0
5,2674.48,10,5,4,5,545,Champions,0
5,787.6,6,5,4,3,543,Loyal Customers,0
2,506.8,188,1,2,3,123,Lost Customers,1
1,243.56,70,3,1,1,311,Lost Customers,1
1,349.55,203,1,1,2,112,Lost Customers,1
2,595.67,119,2,2,3,223,Lost Customers,1
1,416.90000000000003,92,2,1,2,212,Lost Customers,1
10,1883.8100000000002,0,5,5,4,554,Champions,0
4,632.97,26,4,4,3,443,Loyal Customers,0
1,821.1,297,1,1,3,113,Lost Customers,1
3,564.62,23,4,3,3,433,Loyal Customers,0
4,2593.07,27,4,4,5,445,Champions,0
1,311.16,49,3,1,2,312,Lost Customers,1
1,155.93,325,1,1,1,111,Lost Customers,1
2,388.52,15,4,2,2,422,New  Customers,0
3,740.95,182,1,3,3,133,At Risk,0
5,2867.2,71,3,4,5,345,Loyal Customers,0
2,332.64,36,3,2,2,322,Lost Customers,1
4,2369.55,79,2,4,5,245,At Risk,0
9,2580.91,56,3,5,5,355,Loyal Customers,0
2,626.45,11,5,2,3,523,New  Customers,0
2,272.04,49,3,2,2,322,Lost Customers,1
2,1212.8400000000001,49,3,2,4,324,Lost Customers,1
2,384.81,58,3,2,2,322,Lost Customers,1
1,172.25,351,1,1,1,111,Lost Customers,1
1,351.13,53,3,1,2,312,Lost Customers,1
6,1838.8500000000001,1,5,5,4,554,Champions,0
4,678.25,92,2,4,3,243,At Risk,0
1,223.85000000000002,22,4,1,1,411,New  Customers,0
1,348.99,74,2,1,2,212,Lost Customers,1
4,464.57,10,5,4,2,542,Loyal Customers,0
2,842.65,168,2,2,3,223,Lost Customers,1
2,337.34,57,3,2,2,322,Lost Customers,1
2,1237.53,95,2,2,4,224,Lost Customers,1
1,307.4,294,1,1,2,112,Lost Customers,1
2,608.7900000000001,108,2,2,3,223,Lost Customers,1
1,922.1,263,1,1,3,113,Lost Customers,1
1,376.58,179,1,1,2,112,Lost Customers,1
1,158.85,168,2,1,1,211,Lost Customers,1
1,71.66,34,3,1,1,311,Lost Customers,1
3,568.55,22,4,3,3,433,Loyal Customers,0
4,839.14,16,4,4,3,443,Loyal Customers,0
5,5112.96,21,4,4,5,445,Champions,0
3,561.5699999999999,78,2,3,3,233,At Risk,0
1,90.6,64,3,1,1,311,Lost Customers,1
1,102.0,360,1,1,1,111,Lost Customers,1
6,2427.32,2,5,5,5,555,Champions,0
4,745.06,10,5,4,3,543,Loyal Customers,0
3,674.45,175,2,3,3,233,At Risk,0
2,3251.071,217,1,2,5,125,Lost Customers,1
7,3515.68,6,5,5,5,555,Champions,0
2,439.92,1,5,3,2,532,Loyal Customers,0
2,322.96,153,2,3,2,232,At Risk,0
5,1019.27,4,5,4,4,544,Champions,0
3,594.04,78,2,3,3,233,At Risk,0
2,230.22,20,4,3,1,431,Loyal Customers,0
2,169.55,21,4,3,1,431,Loyal Customers,0
4,664.54,307,1,4,3,143,At Risk,0
1,80.7,145,2,1,1,211,Lost Customers,1
18,9024.17,6,5,5,5,555,Champions,0
8,2758.26,18,4,5,5,455,Champions,0
2,190.25,70,3,3,1,331,Loyal Customers,0
1,264.7,286,1,1,2,112,Lost Customers,1
1,413.59000000000003,48,3,1,2,312,Lost Customers,1
6,2461.2400000000002,30,4,5,5,455,Champions,0
1,357.98,206,1,1,2,112,Lost Customers,1
2,196.79000000000002,14,4,3,1,431,Loyal Customers,0
1,869.87,72,2,1,3,213,Lost Customers,1
1,200.14,59,3,1,1,311,Lost Customers,1
4,1871.81,38,3,4,4,344,Loyal Customers,0
12,2603.43,29,4,5,5,455,Champions,0
5,920.51,26,4,4,3,443,Loyal Customers,0
15,7060.13,3,5,5,5,555,Champions,0
1,320.46,16,4,1,2,412,New  Customers,0
6,4147.96,19,4,5,5,455,Champions,0
2,1266.08,65,3,3,4,334,Loyal Customers,0
1,311.3,212,1,1,2,112,Lost Customers,1
6,852.88,11,5,5,3,553,Loyal Customers,0
1,76.8,29,4,1,1,411,New  Customers,0
9,3466.36,42,3,5,5,355,Loyal Customers,0
6,2274.14,3,5,5,5,555,Champions,0
5,1393.69,14,4,4,4,444,Champions,0
12,3901.81,9,5,5,5,555,Champions,0
1,635.66,210,1,1,3,113,Lost Customers,1
3,2043.0800000000002,45,3,3,4,334,Loyal Customers,0
2,529.73,133,2,3,3,233,At Risk,0
7,4582.64,42,3,5,5,355,Loyal Customers,0
5,2874.72,9,5,4,5,545,Champions,0
3,962.19,115,2,3,4,234,At Risk,0
2,695.61,197,1,3,3,133,At Risk,0
1,328.8,277,1,1,2,112,Lost Customers,1
3,473.02,109,2,3,2,232,At Risk,0
1,505.18,76,2,1,3,213,Lost Customers,1
1,917.34,52,3,1,3,313,Lost Customers,1
4,4341.21,161,2,4,5,245,At Risk,0
3,1421.61,46,3,3,4,334,Loyal Customers,0
2,642.8,16,4,3,3,433,Loyal Customers,0
3,631.9,154,2,3,3,233,At Risk,0
1,440.0,224,1,1,2,112,Lost Customers,1
2,584.07,6,5,3,3,533,Loyal Customers,0
2,327.7,121,2,3,2,232,At Risk,0
1,104.82,60,3,1,1,311,Lost Customers,1
2,467.66,62,3,3,2,332,Loyal Customers,0
8,2358.84,17,4,5,5,455,Champions,0
19,17286.86,6,5,5,5,555,Champions,0
11,2975.59,1,5,5,5,555,Champions,0
3,648.89,21,4,3,3,433,Loyal Customers,0
5,1428.02,28,4,4,4,444,Champions,0
1,626.65,284,1,1,3,113,Lost Customers,1
2,147.20000000000002,175,2,3,1,231,At Risk,0
3,1560.38,77,2,3,4,234,At Risk,0
1,152.2,32,4,1,1,411,New  Customers,0
12,3560.32,40,3,5,5,355,Loyal Customers,0
1,141.41,265,1,1,1,111,Lost Customers,1
4,646.42,26,4,4,3,443,Loyal Customers,0
4,1659.75,108,2,4,4,244,At Risk,0
1,154.99,283,1,1,1,111,Lost Customers,1
5,1308.6100000000001,8,5,4,4,544,Champions,0
1,409.93,304,1,1,2,112,Lost Customers,1
4,5578.72,16,4,4,5,445,Champions,0
2,746.36,31,4,3,3,433,Loyal Customers,0
23,15610.390000000001,0,5,5,5,555,Champions,0
1,225.36,19,4,1,1,411,New  Customers,0
2,260.25,123,2,3,2,232,At Risk,0
1,92.46,64,3,1,1,311,Lost Customers,1
1,725.6400000000001,105,2,1,3,213,Lost Customers,1
23,8152.71,0,5,5,5,555,Champions,0
17,6211.66,23,4,5,5,455,Champions,0
1,183.6,266,1,1,1,111,Lost Customers,1
19,6140.42,4,5,5,5,555,Champions,0
12,10464.85,9,5,5,5,555,Champions,0
5,1334.34,28,4,4,4,444,Champions,0
1,152.55,266,1,1,1,111,Lost Customers,1
2,374.7,63,3,3,2,332,Loyal Customers,0
1,265.85,319,1,1,2,112,Lost Customers,1
8,1437.57,3,5,5,4,554,Champions,0
1,151.04,31,4,1,1,411,New  Customers,0
3,942.26,4,5,3,4,534,Loyal Customers,0
1,118.67,128,2,1,1,211,Lost Customers,1
5,499.41999999999996,40,3,4,3,343,Loyal Customers,0
6,1049.37,101,2,5,4,254,At Risk,0
1,375.1,124,2,1,2,212,Lost Customers,1
1,45.599999999999994,32,4,1,1,411,New  Customers,0
2,921.62,301,1,3,3,133,At Risk,0
1,182.25,364,1,1,1,111,Lost Customers,1
9,1002.9,3,5,5,4,554,Champions,0
18,4421.29,1,5,5,5,555,Champions,0
1,191.47,2,5,1,1,511,New  Customers,0
13,50491.81,9,5,5,5,555,Champions,0
1,158.75,56,3,1,1,311,Lost Customers,1
1,76.32000000000001,324,1,1,1,111,Lost Customers,1
14,4076.91,7,5,5,5,555,Champions,0
1,433.86,11,5,1,2,512,New  Customers,0
17,65164.79,3,5,5,5,555,Champions,0
1,147.35,36,3,1,1,311,Lost Customers,1
11,3104.17,15,4,5,5,455,Champions,0
1,191.95000000000002,137,2,1,1,211,Lost Customers,1
6,5976.79,73,2,5,5,255,At Risk,0
5,1105.8799999999999,4,5,4,4,544,Champions,0
2,216.20999999999998,154,2,3,1,231,At Risk,0
1,1266.23,238,1,1,4,114,Lost Customers,1
7,2703.23,51,3,5,5,355,Loyal Customers,0
2,597.91,30,4,3,3,433,Loyal Customers,0
1,144.2,72,2,1,1,211,Lost Customers,1
12,5683.15,3,5,5,5,555,Champions,0
4,692.85,13,4,4,3,443,Loyal Customers,0
7,2915.15,22,4,5,5,455,Champions,0
4,1840.42,3,5,4,4,544,Champions,0
2,386.53,273,1,3,2,132,At Risk,0
5,1382.74,19,4,4,4,444,Champions,0
1,90.0,143,2,1,1,211,Lost Customers,1
4,2780.15,3,5,4,5,545,Champions,0
1,419.58000000000004,83,2,1,2,212,Lost Customers,1
3,2720.63,10,5,3,5,535,Loyal Customers,0
3,706.1300000000001,7,5,3,3,533,Loyal Customers,0
3,709.71,122,2,3,3,233,At Risk,0
2,637.5,60,3,3,3,333,Loyal Customers,0
5,1123.8600000000001,1,5,4,4,544,Champions,0
1,480.91,318,1,1,2,112,Lost Customers,1
11,3586.0299999999997,1,5,5,5,555,Champions,0
3,605.64,129,2,3,3,233,At Risk,0
15,4690.31,1,5,5,5,555,Champions,0
2,965.8800000000001,1,5,3,4,534,Loyal Customers,0
1,415.82,45,3,1,2,312,Lost Customers,1
2,935.05,3,5,3,4,534,Loyal Customers,0
4,915.13,2,5,4,3,543,Loyal Customers,0
1,311.81,372,1,1,2,112,Lost Customers,1
1,115.8,133,2,1,1,211,Lost Customers,1
4,3742.2,46,3,4,5,345,Loyal Customers,0
5,4191.0,8,5,4,5,545,Champions,0
2,483.4,77,2,3,2,232,At Risk,0
1,157.2,233,1,1,1,111,Lost Customers,1
1,446.62,220,1,1,2,112,Lost Customers,1
2,658.64,35,3,3,3,333,Loyal Customers,0
2,621.29,74,2,3,3,233,At Risk,0
2,1345.62,238,1,3,4,134,At Risk,0
1,118.75,265,1,1,1,111,Lost Customers,1
55,117210.08,9,5,5,5,555,Champions,0
2,424.89000000000004,19,4,3,2,432,Loyal Customers,0
1,507.66,39,3,1,3,313,Lost Customers,1
11,4630.35,19,4,5,5,455,Champions,0
3,1097.6200000000001,215,1,3,4,134,At Risk,0
2,289.36,173,2,3,2,232,At Risk,0
4,2445.91,86,2,4,5,245,At Risk,0
2,1631.77,70,3,3,4,334,Loyal Customers,0
1,120.44,275,1,1,1,111,Lost Customers,1
4,562.59,38,3,4,3,343,Loyal Customers,0
1,363.79,97,2,1,2,212,Lost Customers,1
4,450.84,10,5,4,2,542,Loyal Customers,0
1,134.46,32,4,1,1,411,New  Customers,0
3,3222.3,59,3,3,5,335,Loyal Customers,0
4,576.9000000000001,296,1,4,3,143,At Risk,0
4,549.46,85,2,4,3,243,At Risk,0
7,1600.26,8,5,5,4,554,Champions,0
2,701.57,40,3,3,3,333,Loyal Customers,0
25,4748.52,10,5,5,5,555,Champions,0
1,452.89,66,3,1,2,312,Lost Customers,1
1,197.65,330,1,1,1,111,Lost Customers,1
6,2054.36,30,4,5,4,454,Champions,0
15,4654.08,1,5,5,5,555,Champions,0
13,4684.76,1,5,5,5,555,Champions,0
2,853.39,67,3,3,3,333,Loyal Customers,0
21,11349.52,4,5,5,5,555,Champions,0
2,1012.0,201,1,3,4,134,At Risk,0
1,335.52,106,2,1,2,212,Lost Customers,1
4,701.4,17,4,4,3,443,Loyal Customers,0
1,185.39999999999998,217,1,1,1,111,Lost Customers,1
7,747.44,59,3,5,3,353,Loyal Customers,0
1,150.61,1,5,1,1,511,New  Customers,0
2,466.7,16,4,3,2,432,Loyal Customers,0
1,328.15999999999997,238,1,1,2,112,Lost Customers,1
1,151.74,94,2,1,1,211,Lost Customers,1
6,2073.43,10,5,5,5,555,Champions,0
6,1905.8400000000001,105,2,5,4,254,At Risk,0
9,2241.1,52,3,5,5,355,Loyal Customers,0
1,1070.48,89,2,1,4,214,Lost Customers,1
5,1004.38,30,4,4,4,444,Champions,0
6,1789.72,11,5,5,4,554,Champions,0
4,1839.3,2,5,4,4,544,Champions,0
17,2004.98,1,5,5,4,554,Champions,0
1,169.48000000000002,42,3,1,1,311,Lost Customers,1
1,89.94,3,5,1,1,511,New  Customers,0
2,632.4,246,1,3,3,133,At Risk,0
9,3432.8,41,3,5,5,355,Loyal Customers,0
1,683.17,176,2,1,3,213,Lost Customers,1
3,991.13,91,2,3,4,234,At Risk,0
4,1009.73,109,2,4,4,244,At Risk,0
5,2214.79,28,4,4,5,445,Champions,0
10,3350.96,25,4,5,5,455,Champions,0
3,1547.2,51,3,3,4,334,Loyal Customers,0
3,925.71,183,1,3,3,133,At Risk,0
5,2048.07,42,3,4,4,344,Loyal Customers,0
4,1462.72,48,3,4,4,344,Loyal Customers,0
4,754.12,21,4,4,3,443,Loyal Customers,0
5,3144.86,74,2,4,5,245,At Risk,0
2,490.86,80,2,3,3,233,At Risk,0
1,161.0,372,1,1,1,111,Lost Customers,1
1,146.85,325,1,1,1,111,Lost Customers,1
11,2380.85,42,3,5,5,355,Loyal Customers,0
2,890.34,29,4,3,3,433,Loyal Customers,0
1,213.70000000000002,183,1,1,1,111,Lost Customers,1
2,280.55,234,1,3,2,132,At Risk,0
10,2588.77,8,5,5,5,555,Champions,0
2,1693.45,219,1,3,4,134,At Risk,0
3,1474.06,110,2,3,4,234,At Risk,0
1,136.76999999999998,277,1,1,1,111,Lost Customers,1
1,302.58,317,1,1,2,112,Lost Customers,1
3,1904.05,6,5,3,4,534,Loyal Customers,0
5,2879.7000000000003,1,5,4,5,545,Champions,0
2,969.0600000000001,259,1,3,4,134,At Risk,0
5,3099.7200000000003,63,3,4,5,345,Loyal Customers,0
9,12669.98,8,5,5,5,555,Champions,0
1,120.0,141,2,1,1,211,Lost Customers,1
2,1163.45,50,3,3,4,334,Loyal Customers,0
8,2618.23,7,5,5,5,555,Champions,0
2,333.97,154,2,3,2,232,At Risk,0
2,530.18,108,2,3,3,233,At Risk,0
3,1516.24,162,2,3,4,234,At Risk,0
1,492.65000000000003,331,1,1,3,113,Lost Customers,1
1,112.32,225,1,1,1,111,Lost Customers,1
2,437.96,73,2,3,2,232,At Risk,0
4,559.97,50,3,4,3,343,Loyal Customers,0
3,1119.74,98,2,3,4,234,At Risk,0
3,4188.0,14,4,3,5,435,Loyal Customers,0
1,134.04,196,1,1,1,111,Lost Customers,1
15,3701.44,2,5,5,5,555,Champions,0
2,595.25,30,4,3,3,433,Loyal Customers,0
4,1910.01,20,4,4,4,444,Champions,0
3,4628.75,23,4,3,5,435,Loyal Customers,0
3,176.63,7,5,3,1,531,Loyal Customers,0
1,426.6,212,1,1,2,112,Lost Customers,1
6,911.26,8,5,5,3,553,Loyal Customers,0
5,2314.65,10,5,4,5,545,Champions,0
11,3883.25,1,5,5,5,555,Champions,0
9,4871.93,7,5,5,5,555,Champions,0
4,1046.56,2,5,4,4,544,Champions,0
1,166.20000000000002,39,3,1,1,311,Lost Customers,1
4,1305.33,17,4,4,4,444,Champions,0
44,51527.3,7,5,5,5,555,Champions,0
9,3965.62,7,5,5,5,555,Champions,0
1,43.2,18,4,1,1,411,New  Customers,0
1,640.14,116,2,1,3,213,Lost Customers,1
1,383.45,222,1,1,2,112,Lost Customers,1
3,1858.96,70,3,3,4,334,Loyal Customers,0
2,2093.32,50,3,3,5,335,Loyal Customers,0
6,2995.72,88,2,5,5,255,At Risk,0
9,2352.53,7,5,5,5,555,Champions,0
1,310.26,242,1,1,2,112,Lost Customers,1
6,1611.59,46,3,5,4,354,Loyal Customers,0
1,120.0,106,2,1,1,211,Lost Customers,1
6,2481.13,44,3,5,5,355,Loyal Customers,0
1,508.58000000000004,64,3,1,3,313,Lost Customers,1
2,477.79,206,1,3,2,132,At Risk,0
5,1530.75,10,5,4,4,544,Champions,0
2,605.0600000000001,114,2,3,3,233,At Risk,0
1,183.85,241,1,1,1,111,Lost Customers,1
1,311.65,162,2,1,2,212,Lost Customers,1
7,4975.24,16,4,5,5,455,Champions,0
2,462.65999999999997,123,2,3,2,232,At Risk,0
3,840.21,22,4,3,3,433,Loyal Customers,0
1,415.2,67,3,1,2,312,Lost Customers,1
8,2552.21,16,4,5,5,455,Champions,0
2,454.86,15,4,3,2,432,Loyal Customers,0
4,1614.91,16,4,4,4,444,Champions,0
2,588.22,160,2,3,3,233,At Risk,0
1,309.52,242,1,1,2,112,Lost Customers,1
1,134.7,218,1,1,1,111,Lost Customers,1
8,2166.98,44,3,5,5,355,Loyal Customers,0
4,668.5600000000001,20,4,4,3,443,Loyal Customers,0
8,889.9300000000001,126,2,5,3,253,At Risk,0
1,108.97999999999999,38,3,1,1,311,Lost Customers,1
2,1021.58,120,2,3,4,234,At Risk,0
1,409.57,259,1,1,2,112,Lost Customers,1
1,133.5,9,5,1,1,511,New  Customers,0
1,282.93,273,1,1,2,112,Lost Customers,1
1,51.0,164,2,1,1,211,Lost Customers,1
4,1078.96,156,2,4,4,244,At Risk,0
1,90.6,214,1,1,1,111,Lost Customers,1
2,163.62,5,5,3,1,531,Loyal Customers,0
1,174.4,365,1,1,1,111,Lost Customers,1
2,701.23,79,2,3,3,233,At Risk,0
1,225.12,42,3,1,1,311,Lost Customers,1
3,912.18,18,4,3,3,433,Loyal Customers,0
4,2118.03,31,4,4,5,445,Champions,0
1,151.5,21,4,1,1,411,New  Customers,0
8,3717.35,108,2,5,5,255,At Risk,0
16,9227.82,7,5,5,5,555,Champions,0
1,155.0,319,1,1,1,111,Lost Customers,1
1,100.5,294,1,1,1,111,Lost Customers,1
1,76.55,357,1,1,1,111,Lost Customers,1
1,235.56,184,1,1,1,111,Lost Customers,1
2,617.05,190,1,3,3,133,At Risk,0
2,348.1,43,3,3,2,332,Loyal Customers,0
1,202.68,51,3,1,1,311,Lost Customers,1
1,615.49,25,4,1,3,413,New  Customers,0
3,1247.69,37,3,3,4,334,Loyal Customers,0
3,202.11,8,5,3,1,531,Loyal Customers,0
1,142.4,296,1,1,1,111,Lost Customers,1
3,1727.6,32,4,3,4,434,Loyal Customers,0
8,3212.84,9,5,5,5,555,Champions,0
2,1043.46,64,3,3,4,334,Loyal Customers,0
9,4642.57,9,5,5,5,555,Champions,0
1,67.95,217,1,1,1,111,Lost Customers,1
9,3479.91,1,5,5,5,555,Champions,0
2,487.99,64,3,3,3,333,Loyal Customers,0
19,2612.96,2,5,5,5,555,Champions,0
1,574.7,148,2,1,3,213,Lost Customers,1
13,4051.48,3,5,5,5,555,Champions,0
4,1475.81,129,2,4,4,244,At Risk,0
6,1449.32,33,3,5,4,354,Loyal Customers,0
1,156.75,118,2,1,1,211,Lost Customers,1
6,2157.73,106,2,5,5,255,At Risk,0
7,2599.03,10,5,5,5,555,Champions,0
6,2059.4500000000003,70,3,5,5,355,Loyal Customers,0
9,1100.27,91,2,5,4,254,At Risk,0
1,1063.0,310,1,1,4,114,Lost Customers,1
2,770.03,42,3,3,3,333,Loyal Customers,0
1,121.05,361,1,1,1,111,Lost Customers,1
7,1496.98,91,2,5,4,254,At Risk,0
13,5855.57,0,5,5,5,555,Champions,0
2,490.22,21,4,3,3,433,Loyal Customers,0
3,1937.25,3,5,3,4,534,Loyal Customers,0
6,1051.79,10,5,5,4,554,Champions,0
1,387.52,98,2,1,2,212,Lost Customers,1
2,813.11,56,3,3,3,333,Loyal Customers,0
6,4263.64,0,5,5,5,555,Champions,0
1,265.2,217,1,1,2,112,Lost Customers,1
1,322.08,17,4,1,2,412,New  Customers,0
10,4481.67,23,4,5,5,455,Champions,0
2,363.34000000000003,49,3,3,2,332,Loyal Customers,0
5,1224.06,6,5,4,4,544,Champions,0
1,470.36,302,1,1,2,112,Lost Customers,1
6,2248.5,9,5,5,5,555,Champions,0
6,1372.8,21,4,5,4,454,Champions,0
1,89.06,98,2,1,1,211,Lost Customers,1
1,63.0,365,1,1,1,111,Lost Customers,1
1,131.9,305,1,1,1,111,Lost Customers,1
1,2661.24,319,1,1,5,115,Lost Customers,1
5,2357.6800000000003,7,5,4,5,545,Champions,0
4,1712.89,0,5,4,4,544,Champions,0
2,1589.82,204,1,3,4,134,At Risk,0
4,1420.2,53,3,4,4,344,Loyal Customers,0
4,1010.35,0,5,4,4,544,Champions,0
5,1163.23,18,4,4,4,444,Champions,0
2,375.35,8,5,3,2,532,Loyal Customers,0
4,885.8,18,4,4,3,443,Loyal Customers,0
3,483.25,180,1,3,2,132,At Risk,0
2,643.9,59,3,3,3,333,Loyal Customers,0
2,259.05,10,5,3,2,532,Loyal Customers,0
1,119.93,189,1,1,1,111,Lost Customers,1
9,3017.28,4,5,5,5,555,Champions,0
1,113.64,310,1,1,1,111,Lost Customers,1
1,1837.92,154,2,1,4,214,Lost Customers,1
3,434.34,109,2,3,2,232,At Risk,0
3,2103.06,147,2,3,5,235,At Risk,0
11,1980.57,65,3,5,4,354,Loyal Customers,0
3,529.62,97,2,3,3,233,At Risk,0
3,1038.44,246,1,3,4,134,At Risk,0
7,2272.4,28,4,5,5,455,Champions,0
4,596.26,17,4,4,3,443,Loyal Customers,0
2,461.19,11,5,3,2,532,Loyal Customers,0
8,1852.67,103,2,5,4,254,At Risk,0
2,234.34000000000003,73,2,3,1,231,At Risk,0
1,547.66,45,3,1,3,313,Lost Customers,1
3,925.85,71,3,3,3,333,Loyal Customers,0
1,193.0,256,1,1,1,111,Lost Customers,1
4,1309.6,19,4,4,4,444,Champions,0
2,316.25,253,1,3,2,132,At Risk,0
1,279.05,10,5,1,2,512,New  Customers,0
2,636.51,164,2,3,3,233,At Risk,0
6,2022.81,17,4,5,4,454,Champions,0
1,137.1,281,1,1,1,111,Lost Customers,1
1,321.92,49,3,1,2,312,Lost Customers,1
1,162.8,38,3,1,1,311,Lost Customers,1
6,1165.48,26,4,5,4,454,Champions,0
1,1064.28,67,3,1,4,314,Lost Customers,1
1,463.38,206,1,1,2,112,Lost Customers,1
2,340.93,174,2,3,2,232,At Risk,0
5,2383.2400000000002,6,5,4,5,545,Champions,0
1,139.56,25,4,1,1,411,New  Customers,0
2,123.8,50,3,3,1,331,Loyal Customers,0
2,538.8100000000001,311,1,3,3,133,At Risk,0
1,475.37,308,1,1,2,112,Lost Customers,1
5,1957.32,42,3,4,4,344,Loyal Customers,0
3,808.44,25,4,3,3,433,Loyal Customers,0
3,356.85,87,2,3,2,232,At Risk,0
2,251.21,183,1,3,2,132,At Risk,0
11,2429.83,19,4,5,5,455,Champions,0
6,3543.26,2,5,5,5,555,Champions,0
4,673.26,46,3,4,3,343,Loyal Customers,0
8,5859.43,16,4,5,5,455,Champions,0
5,1960.65,16,4,4,4,444,Champions,0
6,1367.88,23,4,5,4,454,Champions,0
2,268.05,21,4,3,2,432,Loyal Customers,0
5,1314.81,10,5,4,4,544,Champions,0
2,275.28,187,1,3,2,132,At Risk,0
3,455.59000000000003,100,2,3,2,232,At Risk,0
3,990.2,60,3,3,4,334,Loyal Customers,0
6,2076.89,17,4,5,5,455,Champions,0
2,330.45,32,4,3,2,432,Loyal Customers,0
1,174.37,63,3,1,1,311,Lost Customers,1
2,270.6,1,5,3,2,532,Loyal Customers,0
4,974.54,23,4,4,4,444,Champions,0
1,241.09,107,2,1,1,211,Lost Customers,1
9,1843.83,31,4,5,4,454,Champions,0
9,4215.9,19,4,5,5,455,Champions,0
55,8507.13,2,5,5,5,555,Champions,0
1,364.21999999999997,36,3,1,2,312,Lost Customers,1
3,578.61,59,3,3,3,333,Loyal Customers,0
6,2862.11,25,4,5,5,455,Champions,0
4,932.85,235,1,4,3,143,At Risk,0
7,1949.72,24,4,5,4,454,Champions,0
18,4397.3,2,5,5,5,555,Champions,0
3,2854.84,59,3,3,5,335,Loyal Customers,0
1,170.95,259,1,1,1,111,Lost Customers,1
1,355.56,57,3,1,2,312,Lost Customers,1
2,388.25,64,3,3,2,332,Loyal Customers,0
2,537.48,15,4,3,3,433,Loyal Customers,0
3,952.66,9,5,3,4,534,Loyal Customers,0
8,1453.35,58,3,5,4,354,Loyal Customers,0
1,103.25,185,1,1,1,111,Lost Customers,1
16,3599.73,28,4,5,5,455,Champions,0
2,2004.3,23,4,3,4,434,Loyal Customers,0
5,2573.93,4,5,4,5,545,Champions,0
8,3974.75,3,5,5,5,555,Champions,0
2,652.8,150,2,3,3,233,At Risk,0
1,289.24,310,1,1,2,112,Lost Customers,1
2,757.37,10,5,3,3,533,Loyal Customers,0
2,186.23,17,4,3,1,431,Loyal Customers,0
1,164.22,151,2,1,1,211,Lost Customers,1
5,859.27,18,4,4,3,443,Loyal Customers,0
4,2279.4900000000002,9,5,4,5,545,Champions,0
2,312.54,56,3,3,2,332,Loyal Customers,0
1,788.38,84,2,1,3,213,Lost Customers,1
22,2237.77,6,5,5,5,555,Champions,0
3,1080.76,75,2,3,4,234,At Risk,0
18,5006.77,3,5,5,5,555,Champions,0
4,3099.12,95,2,4,5,245,At Risk,0
1,1432.0,110,2,1,4,214,Lost Customers,1
2,1530.3600000000001,56,3,3,4,334,Loyal Customers,0
1,227.39,0,5,1,1,511,New  Customers,0
2,218.06,280,1,3,1,131,At Risk,0
7,2804.54,2,5,5,5,555,Champions,0
9,1639.82,179,1,5,4,154,At Risk,0
1,35.400000000000006,371,1,1,1,111,Lost Customers,1
4,859.71,12,5,4,3,543,Loyal Customers,0
1,168.63,2,5,1,1,511,New  Customers,0
1,138.6,16,4,1,1,411,New  Customers,0
1,114.11,40,3,1,1,311,Lost Customers,1
5,986.96,5,5,4,4,544,Champions,0
4,1033.06,168,2,4,4,244,At Risk,0
1,157.05,49,3,1,1,311,Lost Customers,1
1,237.36,276,1,1,1,111,Lost Customers,1
9,1580.29,18,4,5,4,454,Champions,0
1,39.75,371,1,1,1,111,Lost Customers,1
4,1320.21,14,4,4,4,444,Champions,0
3,557.94,34,3,3,3,333,Loyal Customers,0
3,617.15,21,4,3,3,433,Loyal Customers,0
2,363.33,6,5,3,2,532,Loyal Customers,0
6,1740.6,19,4,5,4,454,Champions,0
2,866.24,10,5,3,3,533,Loyal Customers,0
1,221.97,43,3,1,1,311,Lost Customers,1
1,393.33000000000004,305,1,1,2,112,Lost Customers,1
1,213.96,10,5,1,1,511,New  Customers,0
1,660.0,274,1,1,3,113,Lost Customers,1
93,12076.15,0,5,5,5,555,Champions,0
14,16209.5,15,4,5,5,455,Champions,0
4,1785.15,3,5,4,4,544,Champions,0
4,601.56,71,3,4,3,343,Loyal Customers,0
3,406.08000000000004,242,1,3,2,132,At Risk,0
3,553.44,8,5,3,3,533,Loyal Customers,0
1,394.44,245,1,1,2,112,Lost Customers,1
